824.84	769.04	770.25	732.46	796.67	790.87	781.08	794.29	792.5	814.7	718.91	791.12	852.33	804.53	848.74	749.95	818.16	805.36	784.57	751.78	732.99	812.19	824.4	771.61	777.82	821.02	768.23	783.44	792.65	794.85	782.06	826.27	772.48	809.68	809.89	748.1	772.31	836.51	824.72	816.93	827.14	850.34	786.55	781.76	787.97	824.17	821.38	836.59	789.8	816	814.21	769.42	786.63	826.83	764.04	804.25	844.46	772.66	822.87	849.08	808.29	759.49	797.7	774.91	815.12	832.32	812.53	756.74	836.95	724.15	761.36	811.57	844.78	816.98	802.19	813.4	819.61	771.81	817.02	837.23	788.44	806.64	799.85	781.06	782.27	856.47	804.68	822.89	793.1	789.3	799.51	798.72	786.93	780.13	805.34	848.55	852.76	797.96	841.17	806.38	783.59	774.79	808	789.21	836.42	824.62	811.83	832.04	817.25	833.45	774.66	813.87	797.08	794.28	772.49	824.7	844.91	799.11	760.32	812.53	824.74	787.94	760.15	805.36	817.57	832.77	824.98	799.19	804.4	826.6	806.81	766.02	830.23	863.43	832.64	845.85	801.06	802.26	785.47	803.68	829.89	829.09	766.3	828.51	861.72	794.92	816.13	818.34	784.55	792.75	768.96	854.17	752.38	825.58	842.79	804	816.21	794.41	769.62	845.83	851.04	801.24	804.45	856.66	814.87	779.07	814.28	803.49	788.7	815.9	805.11	764.32	766.53	799.73	800.94	831.15	828.36	789.56	788.77	837.98	789.19	820.39	748.6	821.81	795.02	822.22	801.43	765.64	823.85	770.05	805.26	803.47	813.68	781.88	819.09
795.09	805.3	836.51	776.71	807.92	742.13	795.34	733.54	765.75	783.96	801.17	836.37	796.58	781.79	806	815.2	847.41	826.62	797.83	790.03	765.24	782.45	799.66	787.86	782.07	777.28	751.49	847.69	773.9	770.11	793.32	825.52	738.73	785.94	804.15	854.35	816.56	815.77	821.98	813.18	770.39	813.6	792.81	771.01	813.22	785.43	836.64	782.84	777.05	772.26	800.47	800.67	844.88	803.09	821.3	815.5	790.71	706.92	761.13	832.33	843.54	822.75	777.96	810.16	831.37	870.58	866.79	810.99	806.2	770.41	786.62	807.82	822.03	769.24	848.45	837.65	832.86	828.07	837.28	773.48	808.69	785.9	808.11	803.31	870.52	811.73	773.94	817.14	834.35	770.56	810.77	810.97	808.18	838.39	851.6	788.8	809.01	786.22	826.43	804.63	807.84	817.05	747.26	779.46	784.67	827.88	788.09	780.29	815.5	747.71	803.92	792.12	802.33	789.54	810.75	777.95	754.16	800.37	795.58	819.78	815.99	795.2	827.41	802.61	774.82	779.03	836.24	856.44	833.65	785.86	781.07	825.27	820.48	804.69	823.9	804.1	802.31	826.52	768.73	802.93	797.14	816.35	805.56	780.76	834.97	837.18	814.39	837.59	795.8	826.01	822.22	820.42	855.63	893.84	811.05	818.25	802.46	795.67	864.88	770.08	788.29	799.5	781.71	822.91	811.12	802.33	853.54	800.74	864.95	760.16	800.37	831.57	812.78	787.99	828.2	845.4	808.61	835.82	790.03	778.23	846.44	800.65	841.86	811.06	845.27	806.48	791.69	799.89	863.1	778.31	771.52	747.72	822.93	834.14	775.35
799.35	789.55	770.76	787.97	780.18	781.38	781.59	793.8	781.01	781.21	745.42	803.63	804.84	750.04	842.25	798.46	812.67	773.87	780.08	807.29	773.5	821.7	843.91	817.12	832.33	792.53	792.74	778.95	780.16	807.36	809.57	820.78	762.99	827.19	849.4	744.61	771.82	845.02	810.23	817.44	825.65	772.85	790.06	790.27	867.48	805.68	779.89	789.1	820.31	814.51	787.72	814.93	824.14	830.34	826.55	763.76	813.97	774.17	790.38	821.59	834.8	811	823.21	801.42	811.63	793.83	818.04	814.25	795.46	860.66	785.87	817.08	765.29	829.49	781.7	840.91	798.12	767.32	764.53	796.74	783.95	798.15	770.36	813.57	784.78	742.98	841.19	829.4	813.61	852.81	840.02	827.23	839.44	818.64	824.85	787.06	819.27	824.47	819.68	818.89	840.1	793.3	787.51	785.72	790.93	816.13	797.34	798.55	829.76	786.96	813.17	762.38	796.59	854.79	810	868.21	781.42	778.62	764.83	838.04	800.25	808.45	834.66	779.87	812.08	798.28	799.49	806.7	868.91	828.11	789.32	791.53	821.74	808.94	785.15	842.36	805.57	845.77	808.98	808.19	781.4	819.6	824.81	776.02	807.23	830.43	832.64	794.85	809.06	772.26	820.47	774.68	837.89	821.09	796.3	832.51	735.72	820.92	801.13	849.34	800.55	841.75	801.96	819.17	752.38	852.58	829.79	765	756.21	799.41	802.62	855.83	749.04	844.24	774.45	793.66	808.87	792.07	811.28	847.49	779.7	793.9	809.11	826.32	798.53	799.73	771.94	811.15	841.36	812.56	841.77	806.98	811.19	823.39	839.6
784.6	750.81	780.02	798.22	820.43	796.64	811.85	757.05	828.26	777.47	814.68	814.88	801.09	787.3	823.51	776.71	817.92	791.13	784.34	803.54	775.75	793.96	778.17	799.37	792.58	800.79	769	824.2	760.41	848.62	765.83	888.03	770.24	772.45	793.66	845.86	728.07	752.28	774.49	811.69	740.9	793.11	807.32	816.52	783.73	824.94	779.15	801.35	841.56	792.77	799.98	830.18	791.39	813.6	789.81	799.01	782.22	825.43	797.64	817.84	829.05	793.26	767.47	803.67	834.88	785.09	774.3	769.5	822.71	807.92	827.13	817.33	772.54	809.75	816.96	743.16	778.37	821.58	801.79	763.99	812.2	836.41	813.62	772.82	820.03	821.24	797.45	818.65	845.86	815.07	803.28	868.48	796.69	812.9	793.11	801.31	833.52	823.73	799.94	844.14	853.35	800.56	857.77	799.97	857.18	803.39	845.6	814.8	825.01	747.22	849.43	808.63	794.84	810.05	808.26	816.46	828.67	803.88	754.09	788.29	776.5	850.71	834.92	758.12	849.33	816.54	822.75	821.95	771.16	816.37	831.58	783.78	842.99	793.2	829.41	783.61	799.82	846.03	781.24	808.44	878.65	811.86	842.07	806.27	793.48	843.69	866.9	839.1	765.31	802.52	804.73	845.93	855.14	796.35	815.56	791.76	810.97	809.18	813.39	791.59	858.8	833.01	776.22	795.42	813.63	818.84	787.05	784.25	803.46	841.67	848.88	803.08	770.29	845.5	847.71	783.91	783.12	774.33	812.54	793.74	805.95	790.16	756.37	774.57	884.78	767.99	805.2	793.4	841.61	801.82	803.03	854.23	755.44	789.65	781.86
754.86	796.07	750.27	767.48	812.69	832.9	737.1	787.31	783.52	769.73	791.93	772.14	792.35	809.56	752.76	767.97	769.18	792.39	825.59	751.8	825.01	791.22	826.42	788.63	799.84	848.05	785.25	831.46	824.67	821.88	821.08	756.29	800.5	753.71	817.91	816.12	816.33	805.54	785.74	757.95	786.16	797.37	816.57	785.78	789.99	808.2	755.4	788.61	791.82	812.03	794.23	775.44	804.65	815.86	835.06	793.27	834.48	782.69	700.89	779.1	781.31	802.52	787.72	822.93	846.14	808.35	800.55	831.76	764.97	797.18	798.38	832.59	821.8	833.01	789.21	803.42	818.63	792.84	763.04	772.25	788.46	835.67	825.87	820.08	845.29	773.5	841.7	791.91	805.12	784.33	834.53	821.74	801.95	785.16	879.36	817.57	774.78	796.99	772.19	818.4	873.61	828.82	792.02	818.23	794.44	772.65	783.85	796.06	794.27	807.48	837.68	833.89	814.1	836.31	791.51	784.72	834.93	828.14	868.34	823.55	816.76	808.97	814.17	803.38	810.59	777.8	780	852.21	800.42	788.63	838.83	807.04	877.25	790.46	842.66	800.87	787.08	857.29	842.49	730.7	803.91	821.12	804.32	783.53	793.74	801.95	802.15	777.36	746.57	847.78	837.98	768.19	823.4	793.61	799.81	836.02	803.23	768.44	770.64	818.85	790.06	812.27	774.47	792.68	773.89	791.1	785.3	780.51	805.72	793.93	754.13	841.34	797.55	775.76	800.96	769.17	837.38	794.59	788.79	796	740.21	800.42	785.62	828.83	820.04	766.25	812.45	836.66	827.87	815.08	774.28	806.49	820.7	790.91	798.11
808.11	814.32	771.53	772.74	775.94	783.15	785.36	761.57	760.77	775.98	759.19	788.4	816.6	802.81	773.02	810.23	807.43	743.64	798.85	822.06	836.26	825.47	805.68	829.89	817.09	881.3	793.51	792.72	836.92	791.13	752.34	831.55	829.75	793.96	834.17	760.38	764.58	814.79	779	858.21	796.41	828.62	810.83	778.04	830.24	770.45	787.66	765.87	785.07	821.28	809.49	839.7	786.9	769.11	788.32	815.53	737.73	773.94	782.15	789.36	802.56	788.77	805.98	839.19	805.39	813.6	821.81	824.02	785.22	771.43	856.64	806.85	843.05	805.26	771.47	805.68	843.88	774.09	749.3	802.51	758.71	808.92	784.13	813.34	855.54	855.75	844.96	799.17	807.37	801.58	813.79	790	806.2	810.41	806.62	743.83	807.03	825.24	821.45	773.66	835.86	812.07	809.28	821.49	802.69	790.9	788.11	773.32	817.52	831.73	821.94	787.15	794.35	795.56	795.77	780.98	790.18	798.39	770.6	841.81	829.01	770.22	741.43	774.64	796.84	812.05	784.26	810.47	847.67	778.88	795.09	760.3	811.5	776.71	842.92	782.13	751.33	765.54	721.75	813.96	730.16	742.37	801.58	766.79	758.99	748.2	765.41	750.62	793.82	835.03	771.24	832.45	798.65	831.86	813.07	787.28	780.48	722.69	756.9	777.11	803.31	793.52	739.73	789.94	746.14	757.35	783.56	749.77	757.97	748.18	735.39	783.6	794.8	853.01	861.22	824.43	824.63	791.84	808.05	866.26	787.46	798.67	789.88	805.09	799.29	783.5	792.71	808.92	773.12	803.33	801.54	818.75	828.95	807.16	831.37
789.37	794.58	802.78	811.99	799.2	823.41	754.61	818.82	779.03	770.24	872.44	741.65	800.86	798.07	774.27	809.48	808.69	762.9	756.1	764.31	820.52	777.73	760.93	787.14	789.35	786.56	780.76	795.97	764.18	809.39	807.59	846.8	829.01	800.22	834.42	785.63	775.84	818.05	815.25	823.46	773.67	837.88	782.08	785.29	807.5	777.71	812.91	735.12	802.33	811.54	833.74	801.95	828.16	829.37	802.57	795.78	829.99	806.2	783.4	860.61	804.82	767.03	784.23	759.44	813.65	784.86	817.06	863.27	799.48	825.69	779.89	846.1	783.31	795.52	775.72	769.93	771.14	778.35	808.55	821.76	784.97	781.18	794.38	806.59	772.8	774.01	811.21	825.42	800.63	755.84	745.04	797.25	732.46	748.67	776.87	748.08	774.29	756.5	814.7	820.91	829.12	801.33	775.53	824.74	805.95	804.16	799.36	771.57	778.78	781.99	727.19	768.4	770.61	748.82	761.02	798.23	819.44	754.65	795.85	831.06	822.27	817.48	797.68	806.89	864.1	799.31	769.51	767.72	774.93	782.14	750.34	787.55	797.76	782.97	784.17	728.38	782.59	762.8	723	796.21	780.42	731.63	736.83	803.04	744.25	739.46	809.66	695.87	765.08	744.29	769.49	798.7	755.91	826.12	786.32	806.53	787.74	766.95	741.15	755.36	786.57	803.78	776.98	785.19	749.4	810.61	820.81	817.02	770.23	791.44	738.64	733.85	764.06	749.27	858.47	803.68	812.89	786.1	815.3	811.51	823.72	837.93	827.13	791.34	813.55	819.76	801.96	887.17	815.38	805.59	815.79	786	781.21	813.42	821.62
789.62	778.83	816.04	772.25	819.45	851.66	788.87	834.08	801.28	754.49	736.7	807.91	816.11	793.32	799.53	806.74	816.94	808.15	722.36	767.57	824.77	802.98	802.19	812.4	721.6	797.81	726.02	723.23	685.43	744.64	746.85	770.06	772.26	757.47	779.68	802.89	735.09	765.3	716.51	725.72	724.92	756.13	728.34	723.55	732.75	752.96	765.17	733.38	712.58	734.79	769	790.21	808.41	777.62	853.83	805.04	854.24	826.45	783.66	759.87	755.07	746.28	783.49	806.7	760.9	837.11	808.32	817.53	827.73	845.94	838.15	782.36	762.56	729.77	711.98	743.19	744.39	764.6	845.81	786.02	779.22	709.43	780.64	746.85	774.05	713.26	759.47	766.68	730.88	771.09	826.3	741.51	796.71	747.92	772.13	708.34	766.54	823.75	807.96	800.17	844.37	830.58	830.79	771	772.2	761.41	832.62	817.83	714.03	735.24	766.45	745.66	724.86	741.07	803.28	790.49	762.69	797.9	829.11	805.32	785.52	804.73	751.94	843.15	824.35	811.56	736.77	719.98	759.18	771.39	821.6	804.81	783.01	877.22	857.43	810.64	779.84	767.05	812.26	741.47	763.67	765.88	740.09	775.3	801.5	775.71	751.92	792.13	753.33	767.54	744.75	801.96	801.16	783.37	800.58	775.79	754.99	726.2	745.41	781.62	793.82	779.03	821.24	763.45	783.65	770.86	815.07	834.28	807.48	794.69	773.9	770.11	776.31	810.52	829.73	814.94	772.14	839.35	851.56	804.77	789.97	848.18	796.39	834.6	818.8	831.01	804.22	799.43	774.63	776.84	773.05	819.26	787.46	809.67	803.88
820.88	820.09	772.29	797.5	800.71	772.92	785.12	797.33	756.54	806.75	827.95	789.16	747.37	775.58	750.78	786.99	755.2	753.41	747.61	777.82	790.03	789.24	821.44	717.65	770.86	709.07	724.27	749.48	799.69	775.9	819.1	756.31	688.52	753.73	715.93	730.14	737.35	717.56	736.76	768.97	724.18	692.39	704.59	755.8	735.01	784.22	775.42	735.63	737.84	760.05	824.25	824.46	781.67	813.88	800.08	774.29	764.5	814.71	830.91	775.12	762.33	729.54	695.74	699.95	738.16	835.37	762.57	823.78	790.99	786.2	826.4	774.61	752.82	753.03	732.23	795.44	815.65	826.86	792.06	762.27	798.48	788.69	733.89	763.1	723.31	804.52	778.72	710.93	769.14	772.35	756.55	807.76	798.97	761.18	725.38	716.59	777.8	844.01	833.21	832.42	780.63	745.84	770.04	778.25	845.46	749.67	811.87	791.08	791.29	831.5	698.7	736.91	745.12	765.33	778.53	824.74	818.95	860.16	798.36	796.57	760.78	777.99	793.19	788.4	787.61	737.82	737.02	734.23	797.44	721.65	760.85	843.06	868.27	857.48	794.68	838.89	799.1	775.31	764.51	759.72	763.93	801.14	824.34	787.55	824.76	795.97	837.17	830.38	736.59	779.8	800	737.21	797.42	782.63	820.83	809.04	742.25	780.46	783.66	809.87	791.08	785.29	818.49	717.7	768.91	735.12	802.32	804.53	815.74	805.95	756.15	731.36	810.57	780.78	811.98	821.19	876.4	813.61	784.81	825.02	794.23	821.44	807.64	813.85	789.06	781.27	802.47	808.68	832.89	816.1	838.3	789.51	804.72	778.93	818.13
815.13	789.34	836.55	829.76	745.96	802.17	809.38	793.59	805.79	775	829.21	764.42	789.62	800.83	784.04	756.25	786.45	788.66	810.87	769.08	801.28	769.49	796.7	765.91	755.11	762.32	708.53	730.74	723.94	775.15	742.36	797.57	778.77	715.98	699.19	749.4	690.6	747.81	742.02	724.23	748.43	751.64	733.85	755.06	773.26	728.47	736.68	761.89	698.09	775.3	781.51	801.72	837.92	813.13	785.34	785.55	816.75	785.96	813.17	832.38	853.58	746.79	692	746.21	775.41	790.62	788.83	759.04	759.24	742.45	809.66	787.87	865.07	795.28	735.49	789.7	792.9	783.11	809.32	848.53	767.73	768.94	763.15	795.36	775.56	809.77	857.98	792.19	721.39	750.6	819.81	880.02	765.22	813.43	730.64	776.85	757.05	855.26	868.47	833.68	770.88	803.09	775.3	842.51	830.71	835.92	775.13	828.34	840.54	816.75	766.96	750.17	805.37	759.58	734.79	814	832.2	778.41	754.62	789.83	797.03	793.24	786.45	777.66	750.86	745.07	778.28	707.49	704.69	705.9	770.11	752.32	799.52	828.73	760.94	758.15	756.35	829.56	773.77	703.98	762.18	802.39	819.6	750.81	850.01	788.22	785.43	866.64	803.84	823.05	749.26	792.47	756.67	775.88	801.09	879.3	808.5	812.71	854.92	783.13	839.33	852.54	780.75	747.96	751.16	771.37	802.58	801.79	790.99	819.2	792.41	792.62	753.82	822.03	760.24	800.45	800.65	807.86	786.07	811.28	791.48	816.69	811.9	839.11	788.31	778.52	837.73	828.94	744.14	746.35	822.56	815.77	799.97	773.18	810.39
