741.82	746.71	684.61	769.5	807.39	760.29	757.18	776.08	778.97	777.86	744.76	792.65	792.54	780.44	810.33	766.23	782.12	788.01	698.91	775.8	843.7	786.59	815.48	754.38	784.27	759.17	854.06	801.95	808.85	776.74	781.64	786.53	762.42	799.32	787.21	771.1	784	799.89	733.79	807.68	755.57	792.47	775.36	744.26	824.15	806.04	813.94	777.83	792.73	815.62	790.51	862.41	873.3	850.2	826.09	825.98	850.88	840.77	841.66	834.56	788.45	818.35	781.24	840.13	789.03	775.92	858.82	812.71	812.6	799.5	848.39	819.29	841.18	796.07	825.97	811.86	814.75	812.65	802.54	843.44	838.33	797.22	785.12	847.01	796.91	779.8	766.69	828.59	794.48	797.38	815.27	800.16	783.06	825.95	839.85	845.74	827.63	788.53	805.42	779.31	811.21	843.1	819	742.89	764.78	779.68	829.57	783.47	815.36	840.25	817.15	767.04	783.94	761.83	836.72	768.62	808.51	816.41	796.3	775.19	767.09	742.98	805.87	784.77	793.66	787.56	758.45	786.34	804.24	815.13	802.03	809.92	758.81	782.71	778.6	802.5	796.39	786.28	761.18	755.07	771.97	811.86	813.75	768.65	785.54	784.43	852.33	745.22	772.12	783.01	780.9	763.8	827.69	766.59	779.48	794.37	786.27	821.16	793.06	746.95	852.84	748.74	734.63	798.52	801.42	815.31	780.21	743.1	787.99	754.89	769.78	803.68	812.57	778.46	791.36	819.25	818.15	768.04	752.93	783.83	807.72	775.62	768.51	813.4	804.3	788.19	763.08	821.98	751.87	829.77	775.66	813.55	774.45
823	726.89	741.79	776.68	808.57	808.47	785.36	793.26	798.15	796.04	804.94	805.83	781.73	783.62	807.51	782.41	813.3	859.19	785.09	780.98	784.88	789.77	763.66	828.56	756.45	799.35	754.24	775.13	801.03	807.92	775.82	837.71	793.6	796.5	801.39	830.29	903.18	806.07	790.97	764.86	755.75	849.65	810.54	842.44	835.33	788.22	794.12	800.01	794.91	785.8	790.69	815.59	793.48	784.38	836.27	791.16	818.06	792.95	817.84	796.74	801.63	785.53	794.42	804.31	846.21	795.1	784	793.89	798.78	799.68	703.57	780.47	805.36	776.25	747.15	791.04	765.94	826.83	768.72	836.62	818.51	803.4	827.3	796.19	822.09	778.98	793.87	785.77	770.66	802.56	768.45	830.34	817.24	854.13	785.03	806.92	801.81	755.71	835.6	845.5	825.39	777.28	815.18	767.07	831.96	811.86	808.75	837.65	752.54	819.43	794.33	756.22	796.12	778.01	779.9	795.8	812.69	800.59	834.48	770.37	782.27	740.16	828.05	813.95	829.84	806.74	793.63	778.52	752.42	833.31	772.21	807.1	761.99	754.89	743.78	803.68	736.57	755.46	749.36	781.25	805.15	803.04	778.93	800.83	770.72	834.61	802.51	727.4	788.3	794.19	786.08	763.98	798.87	769.77	765.66	762.55	833.45	758.34	798.24	797.13	783.02	785.92	743.81	728.71	793.6	791.49	825.39	776.28	818.17	804.07	790.96	754.86	776.75	820.64	847.54	808.43	812.33	782.22	790.11	841.01	759.9	781.8	824.69	834.58	846.48	813.37	767.27	822.16	813.05	760.95	855.84	841.73	806.63
777.18	789.07	797.97	778.86	740.75	781.65	776.54	803.44	793.33	822.22	789.12	806.01	772.91	798.8	786.69	812.59	836.48	841.37	752.27	775.16	851.06	755.95	818.84	749.74	786.63	821.53	805.42	827.31	818.21	789.1	778	801.89	801.78	814.68	775.57	843.47	768.36	735.25	820.15	836.04	842.93	774.83	793.72	791.62	806.51	783.4	791.3	848.19	814.09	808.98	815.87	871.77	773.66	819.56	816.45	724.34	808.24	809.13	765.03	778.92	812.81	809.71	792.6	829.49	802.39	829.28	809.18	798.07	844.96	818.86	850.75	755.65	826.54	817.43	816.33	755.22	797.12	812.01	820.9	784.8	780.69	832.59	790.48	797.37	833.27	812.16	820.05	760.95	817.84	855.74	860.63	838.52	824.42	800.31	804.21	779.1	836.99	742.89	758.78	789.68	777.57	773.46	797.36	820.25	832.14	800.04	798.93	743.83	788.72	780.61	830.51	780.4	778.3	785.19	791.08	781.98	795.87	844.77	794.66	739.55	779.45	830.34	800.24	821.13	768.02	756.92	780.81	810.7	803.6	809.49	787.39	766.28	805.17	789.07	770.96	787.86	803.75	795.64	765.54	752.43	825.33	765.22	748.11	824.01	770.9	756.8	800.69	789.58	781.48	767.37	772.26	810.16	812.05	778.95	784.84	802.73	841.63	772.52	776.42	753.31	796.2	817.1	752.99	783.89	745.78	804.67	799.57	778.46	801.35	787.25	786.14	703.04	821.93	738.82	749.72	775.61	841.51	769.4	792.29	805.19	781.08	781.98	778.87	828.76	764.66	817.55	810.45	871.34	770.23	750.13	825.02	797.91	762.81
759.36	741.25	753.15	766.04	755.93	782.83	795.72	833.62	808.51	781.4	781.3	788.19	764.09	742.98	812.87	762.77	769.66	795.56	777.45	778.34	764.24	730.13	770.02	835.92	808.81	835.71	842.6	794.49	784.39	843.28	837.18	779.07	807.96	764.86	776.75	765.65	815.54	855.43	763.33	770.22	781.12	873.01	809.9	812.8	815.69	783.58	834.48	803.37	826.27	796.16	811.05	793.95	844.84	774.74	773.63	831.52	813.42	788.31	849.21	769.1	835.99	813.89	765.78	789.67	853.57	797.46	796.36	828.25	822.14	786.04	801.93	790.83	812.72	820.61	798.51	825.4	828.3	829.19	778.08	779.98	779.87	773.77	825.66	856.55	835.45	817.34	758.23	762.13	790.02	742.92	803.81	857.7	802.6	814.49	797.39	798.28	866.17	828.07	799.96	818.86	830.75	791.64	796.54	866.43	781.33	816.22	736.11	759.01	816.9	808.79	836.69	775.58	861.48	859.37	769.26	800.16	780.05	819.95	807.84	778.73	792.63	798.52	761.42	769.31	774.2	805.1	783.99	788.89	793.78	796.67	814.57	789.46	765.35	813.25	820.14	839.04	813.93	740.82	764.72	781.61	830.51	805.4	757.29	753.19	825.08	731.98	793.87	771.76	787.66	809.55	776.44	802.34	774.23	804.13	805.02	753.91	823.81	797.7	774.6	806.49	748.38	748.28	807.17	770.07	814.96	788.85	786.75	760.64	784.54	775.43	760.32	775.22	764.11	803	793.9	783.79	748.69	809.58	794.47	799.37	790.26	838.16	811.05	816.94	816.84	831.73	793.63	740.52	817.41	803.31	842.2	818.1	741.99
803.54	774.43	721.33	760.22	795.11	813.01	747.9	764.8	789.69	769.58	788.48	783.37	749.27	796.16	774.05	837.95	819.84	849.74	815.63	803.52	767.42	797.31	841.21	847.1	745.99	828.89	842.78	781.67	765.57	809.46	827.36	830.25	766.14	760.04	788.93	746.83	832.72	802.61	814.51	803.4	793.3	813.19	741.08	820.98	802.87	824.76	841.66	834.55	831.45	855.34	848.23	830.13	822.02	782.92	846.81	781.7	812.6	785.49	796.39	875.28	786.17	831.07	795.96	827.86	800.75	872.64	808.54	893.43	820.32	743.22	793.11	802.01	795.9	867.79	832.69	831.58	797.48	751.37	761.26	795.16	767.05	791.95	822.84	800.73	755.63	793.52	821.42	777.31	807.2	778.1	796.99	778.88	849.78	781.67	783.57	792.46	762.35	860.25	839.14	845.04	823.93	718.82	794.72	765.61	785.51	758.4	815.29	833.19	803.08	844.97	795.87	795.76	837.66	848.55	769.44	812.34	829.23	822.13	764.02	778.91	789.81	813.7	775.6	788.49	780.38	770.28	811.17	816.07	784.96	808.85	792.75	762.64	769.53	799.43	792.32	832.22	734.11	750	812.9	790.79	806.69	795.58	836.47	780.37	836.26	857.16	821.05	782.94	795.84	778.73	741.63	761.52	729.41	794.31	780.2	752.09	809.99	830.88	829.78	779.67	780.56	777.46	771.35	793.25	779.14	810.03	781.93	795.82	817.72	804.61	756.5	782.4	805.29	750.18	771.08	861.97	797.87	802.76	811.65	804.55	765.44	786.34	795.23	764.12	771.02	820.91	802.81	809.7	813.59	783.49	788.38	760.28	798.17
786.72	813.61	760.51	819.4	783.29	763.19	830.08	780.98	790.87	774.76	801.66	838.55	831.45	815.34	764.23	799.13	828.02	773.92	855.81	782.7	733.6	839.49	813.39	799.28	856.17	820.07	786.96	853.85	876.75	788.64	826.54	748.43	862.32	871.22	821.11	798.01	805.9	803.79	793.69	793.58	844.48	796.37	820.26	881.16	810.05	871.95	831.84	825.73	833.63	783.52	875.41	811.31	847.2	786.1	830.99	823.88	794.78	798.67	829.57	807.46	837.35	803.25	815.14	829.04	801.93	778.82	794.72	821.61	792.51	837.4	838.29	848.19	754.08	790.97	832.87	795.76	822.66	812.55	833.44	838.34	776.23	847.13	796.02	795.91	784.81	835.7	836.6	792.49	833.38	820.28	791.17	783.06	803.96	752.85	800.75	798.64	780.53	837.43	866.32	786.22	841.11	819	740.9	832.79	810.69	781.58	814.47	801.37	772.26	774.16	788.05	756.94	740.84	777.73	775.62	827.52	829.41	845.31	816.2	794.09	807.99	794.88	791.78	782.67	800.56	813.46	793.35	758.25	752.14	788.03	812.93	794.82	722.72	779.61	793.5	787.4	820.29	791.18	804.08	779.97	799.87	766.76	818.65	801.55	779.44	803.34	788.23	784.12	769.02	775.91	773.81	754.7	740.59	813.49	798.38	789.27	804.17	824.06	759.96	767.85	832.74	787.64	774.53	776.43	734.32	760.21	776.11	808	762.9	862.79	757.68	777.58	802.47	790.37	774.26	812.15	769.05	781.94	821.83	750.73	782.62	841.52	752.41	851.3	754.2	782.09	791.99	788.88	807.77	828.67	820.56	809.46	831.35
751.9	789.79	772.69	752.58	744.48	814.37	749.26	745.16	766.05	801.94	806.84	829.73	859.63	794.52	813.41	785.31	796.2	790.1	766.99	816.88	813.78	825.67	808.57	912.46	881.35	871.25	803.14	870.04	853.93	910.82	821.72	878.61	920.5	905.4	930.29	883.19	882.08	932.97	899.87	933.76	889.66	939.55	897.44	900.34	900.23	858.13	856.02	834.91	843.81	848.7	831.59	820.49	792.38	807.28	784.17	832.06	889.96	821.85	854.75	877.64	860.53	783.43	770.32	821.22	787.11	835	799.9	797.79	834.69	878.58	847.47	827.37	857.26	827.15	881.05	833.94	835.84	794.73	845.62	892.52	889.41	887.31	875.2	890.09	879.99	886.88	838.78	876.67	852.56	858.46	884.35	862.25	845.14	864.03	787.93	761.82	736.71	865.61	804.5	847.4	849.29	823.18	764.08	818.97	773.87	795.76	890.65	818.55	826.44	869.34	849.23	814.12	752.02	823.91	777.8	841.7	808.59	794.49	732.38	800.27	828.17	760.06	794.96	782.85	795.74	791.64	842.53	874.43	901.32	905.21	803.11	803	753.9	816.79	886.68	802.58	862.47	870.36	805.26	824.15	858.05	885.94	875.83	861.73	858.62	840.52	789.41	789.3	765.2	804.09	788.99	780.88	832.77	824.67	830.56	845.46	917.35	867.24	909.14	926.03	871.92	865.82	843.71	878.61	870.5	810.39	900.29	897.18	808.08	847.97	843.86	720.76	800.65	779.55	826.44	743.33	739.23	758.12	778.02	739.91	801.8	718.7	780.59	780.48	814.38	795.27	798.17	794.06	759.95	792.85	789.74	791.64	813.53
806.08	761.97	752.87	786.76	784.66	759.55	813.44	836.34	784.23	799.13	770.02	794.91	756.81	831.7	774.59	837.49	759.38	811.28	835.17	857.06	879.96	852.85	880.75	894.64	823.53	886.43	807.32	850.22	845.11	897	931.9	1021.8	847.68	835.58	855.47	996.37	891.26	882.15	903.05	973.94	856.84	903.73	974.62	899.52	934.41	955.31	871.2	849.09	822.99	806.88	807.78	804.67	784.56	808.46	757.35	807.24	910.14	926.03	898.93	942.82	900.71	824.61	851.5	831.4	774.29	807.18	812.08	896.97	857.87	882.76	953.65	912.55	796.44	890.34	876.23	803.12	802.02	842.91	897.8	870.7	882.59	971.49	860.38	907.27	904.17	864.06	864.96	888.85	874.74	926.64	867.53	903.43	889.32	903.21	758.11	829	836.89	757.79	842.68	781.58	777.47	845.36	807.26	789.15	809.05	778.94	883.83	863.73	923.62	843.52	875.41	789.3	826.2	825.09	810.99	829.88	820.77	750.67	777.56	781.45	851.35	788.24	783.14	850.03	896.92	852.82	822.71	826.61	852.5	785.39	803.29	862.18	756.08	866.97	939.86	832.76	884.65	810.55	886.44	888.33	844.23	880.12	827.01	860.91	832.8	882.7	838.59	772.48	832.38	801.27	747.17	725.06	769.95	837.85	785.74	884.64	833.53	850.42	911.32	861.21	868.1	843	918.89	887.79	869.68	851.57	876.47	854.36	871.26	856.15	856.04	805.94	778.83	790.73	805.62	774.51	730.41	824.3	764.2	774.09	803.98	788.88	767.77	755.66	806.56	787.45	761.35	802.24	858.13	811.03	791.92	814.82	824.71
758.26	789.15	782.05	774.94	804.84	833.73	759.62	790.52	747.41	761.31	798.2	787.09	801.99	735.88	819.77	746.67	764.56	768.46	789.35	795.24	838.14	876.03	841.93	907.82	905.71	885.61	865.5	850.4	792.29	878.18	904.08	937.97	883.87	854.76	903.65	919.55	908.44	912.33	838.23	844.12	891.02	918.91	896.8	927.7	927.59	916.49	898.38	839.27	771.17	760.06	844.96	854.85	801.74	902.64	758.53	796.43	791.32	827.21	862.11	936	851.89	904.79	860.68	837.58	817.47	798.36	824.26	856.15	787.05	779.94	910.83	918.73	852.62	832.52	857.41	803.3	829.2	804.09	922.98	872.88	862.77	811.67	740.56	785.45	873.35	875.24	945.14	869.03	841.92	766.82	833.71	880.61	912.5	902.39	864.29	799.18	810.08	790.97	801.86	810.76	793.65	791.54	813.44	825.33	764.23	805.12	853.01	853.91	882.8	889.7	873.59	863.48	821.38	806.27	853.17	734.06	833.95	766.85	808.74	840.64	818.53	786.42	773.32	869.21	872.1	889	870.89	931.79	780.68	764.57	809.47	814.36	778.26	726.15	746.04	859.94	846.83	908.73	887.62	854.51	763.41	783.3	794.19	797.09	843.98	875.88	900.77	833.66	957.56	811.45	790.35	817.24	749.13	800.03	770.92	864.82	934.71	776.6	813.5	784.39	830.29	852.18	820.07	908.97	794.86	762.75	796.65	824.54	862.44	846.33	850.22	804.12	780.01	766.91	738.8	817.69	818.59	780.48	747.38	763.27	805.16	796.06	770.95	785.85	780.74	735.63	787.53	792.42	819.31	759.21	766.1	808	791.89
835.44	758.33	712.23	745.12	809.02	775.91	789.8	849.7	839.59	745.49	795.38	807.27	793.17	803.06	812.96	813.85	775.74	835.64	767.53	785.42	785.32	838.21	845.11	905	880.89	876.79	864.68	877.58	832.47	804.36	879.26	923.15	888.05	895.94	866.83	933.73	872.62	895.51	858.41	963.3	919.2	858.09	881.98	918.88	924.77	866.67	909.56	790.45	809.35	808.24	811.14	840.03	802.92	851.82	863.71	869.61	833.5	836.39	840.29	865.18	933.07	904.97	921.86	859.76	855.65	866.54	831.44	847.33	837.23	809.12	809.01	927.91	945.8	830.7	811.59	826.48	882.38	851.27	894.17	841.06	848.95	809.85	775.74	792.63	874.53	925.42	898.32	876.21	790.1	819	827.89	886.79	855.68	885.57	839.47	769.36	797.26	860.15	814.04	776.94	816.83	851.72	765.62	812.51	772.41	787.3	761.19	811.09	870.98	829.88	926.77	872.66	832.56	791.45	800.35	758.24	749.13	790.03	781.92	807.82	799.71	727.6	836.5	904.39	849.28	848.18	933.07	830.97	814.86	770.75	811.65	750.54	768.44	807.33	807.22	819.12	851.01	902.91	825.8	806.69	766.59	725.48	807.38	751.27	789.16	799.06	860.95	945.84	826.74	902.63	804.53	810.42	783.31	733.21	785.1	935	852.89	803.78	792.68	755.57	777.47	851.36	845.25	829.15	809.04	770.94	790.83	800.72	800.62	823.51	894.4	809.3	767.19	816.09	824.98	791.87	754.77	866.66	784.56	792.45	790.34	794.24	766.13	780.03	794.92	788.81	773.71	835.6	800.49	753.39	763.28	793.18	821.07
